tweet,category,cluster,cause,sentiment,sentiment_score,user_id,user_screen_name,user_followers_count,user_friends_count,user_favourites_count,influence_ratio,user_statuses_count,user_verified,user_description,user_category
HBD to my son the apple never falls far from the tree,personal,,Falls,negative,-0.344574,2788080494,weeestone,196,273,4260,0.717948718,2831,0,"You can catch flies with honey, but you can catch more hunnies being fly",public
7 asthma trigger you should know Health News Science and Discovery Naijacrux Information and Interactive Forum,educational,,Asthma,positive,0.535195,2610701426,naijacruxforum,1645,1980,1,0.830808081,11210,0,You can find me at http://t.co/1EBo36Y7Kf,interest groups
Diabetic Real Replacement Shakes for Eight Loss Diabetes is a condition that is successfully managed through,promotional,,Diabetes,negative,-0.260948,1972261542,Tubemarket,951,362,2,2.627071823,2663,0,You can find me at http://t.co/8wMgec4irv,businesses
The truth about diabetes cure They ve all figured it out Click here to know more,educational,,Diabetes,negative,-0.646051,421554534,tapas714,1991,101,1200,19.71,3134,0,You can find me at https://t.co/EvDPon8HYe,celebrities
Or the roof falls on top of them,unrelated,,Falls,negative,-0.613636,580243105,Lovelyy_Cece,1570,1495,9066,1.050167224,59045,0,-You gone feel me one way or another\U0001f48b| NCNW\U0001f49c| \u039b\u0391\u0395\U0001f499|#UCF17\u270f\ufe0f| SC: pretty_cece5 \U0001f1ed\U0001f1f9,public
feels drowning it i am,unrelated,,Drowning,negative,-0.794128,298503885,hopelesssopus,87,185,352,0.47,6014,0,"you gotta do what you gotta do, ese.",public
mrs By derma migrate didn t let up until I started treatment for fibro North looking into for sure,personal,,Migraine,negative,-0.643176,111512872,screamingtrex,172,204,3064,0.84,5251,0,"You know, just your friendly neighborhood Spider-Man. My superhero alias is @fightwithspoons",public
dont know how anyone can face the shower how can u sing to an audience of millions if or essentially drowning,educational,,Drowning,negative,-0.753291,53713812,elmer_dudd,1297,190,10683,6.826,60797,0,You might remember me from that one tweet,public
Tomorrow take Tom to Alzheimer s clinic check up Its a challenge seeing her this way Trying to cope,personal,,Alzheimer,negative,-0.844364,7.12E+17,missmonomills17,26,329,1011,0.079027356,757,0,You never get a 2nd chance to make a 1st impression,public
Tomorrow take Tom to Alzheimer s clinic check up Its a challenge seeing her this way Trying to cope,personal,,Alzheimer,negative,-0.844364,7.12E+17,missmonomills17,26,329,1011,0.08,757,0,You never get a 2nd chance to make a 1st impression,public
Ought a phone case like this day to remind me that everything changes and that I d rather be drowning in glitter,unrelated,,Drowning,negative,-0.708351,1420432280,vaginatoria,290,329,35296,0.881458967,29207,0,You said that you could mouthfuck the shit out of a burrito,public
Brain cancer Two essential among acids might hold key to better outcome cancer News,educational,,Brain cancer,negative,-0.832664,160870443,hlthnews,403,2,0,201.5,108764,0,Your best source for health related news,media
Imagine this asthma is like trying to breathe through a paper straw in your mouth while your nose is pinched closed,personal,,Asthma,negative,-0.838624,315512153,AboutCalories,11104,8648,0,1.28,37524,0,Your body is a reflection of what you are. If you want to look healthy you have to be healthy.,public
Diabetic AssistanceDogs Have Gives nine diabetes AltDaily,educational,,Diabetes,negative,-0.336898,442934291,TheAltDaily,9495,35,63,271.29,7535,0,Your daily source for Alternative news led by our CEO @jakesurfs,media
Of a tree falls in the forest and no one s around to hear it do the other trees mourn its death or are they heartless bastards,unrelated,,Falls,negative,-0.929936,2881701833,KibbsEbooks,65,19,9,3.421052632,31353,0,Your favorite lesbian now with ebooks induced disease,businesses
Symptoms to Watch for Diabetes in Dogs,unrelated,,Diabetes,negative,-0.801161,486900842,CanineJournal,1249,995,1129,1.255276382,3922,0,Your go-to resource for dog advice and tips. From medical concerns to pet insurance. Anthony & Michelle tweeting (& barking) the best pup news and reviews.,public
I nicknamed m dick Asthma because it leaves birches breathless,unrelated,,Asthma,neutral,0,362501766,Funthropy,43202,31719,0,1.36,11235,0,Your number one source for funny & hilarious tweets that will fill your timeline with joy!,celebrities
Diabetes will be focus of FlorhamPark program April 19,educational,,Diabetes,negative,-0.416817,488485408,FlorhamPEagle,532,366,0,1.453551913,4739,0,Your source for news about Florham Park.  https://t.co/Rh9tNeyZQ7. clee@newjerseyhills.com,media
Diabetes will be focus of FlorhamPark program April 19,educational,,Diabetes,negative,-0.416817,488485408,FlorhamPEagle,532,366,0,1.45,4739,0,Your source for news about Florham Park.  https://t.co/Rh9tNeyZQ7. clee@newjerseyhills.com,media
Botswana on course to eradicate malaria of and HIV Lids by 2030 health minister Sowetan Give press release,educational,Neglected tropical diseases and malaria,Malaria,positive,0.486018,584551669,AIDSnewsdaily,6126,6057,0,1.01,25751,0,Your source for the latest news on AIDS,media
Wolf Bag Anaconda Hills opens Friday no fool Great Walls Tribune,unrelated,,Falls,neutral,0,738616394,Golffansclub,1817,1831,0,0.99,31940,0,Your source for the latest news on Golf,media
Illinois men s gymnastics team falls to Oklahoma Daily Illini,unrelated,,Falls,negative,-0.441075,440762957,GymnasticsView,6752,9010,0,0.75,16205,0,Your source for the latest news on Gymnastics,media
The other night I was left in a car pretty much passed out drunk almost drowning in my throw up and then left there for another hour,unrelated,,Drowning,negative,-0.788503,156492295,NGTVXSLPR,175,206,1803,0.85,8757,0,Your spirit animal of infinate sadness,public
Columnist World leaders must commit funding to stop the spread of tuberculosis,educational,,Tuberculosis,negative,-0.581264,37734178,OrlandoOpinion,2881,363,3,7.937,7118,0,"Your, our and their opinions from around Orlando and Central Florida.  Also, tweets from the Orlando Sentinel Editorial Board",public
But am going to the falls to watch it Tomorrow and just to tell you batman is donna win,unrelated,,Falls,positive,0.3337,3486584963,Di3goBorr3go,103,194,55,0.530927835,107,0,YouTube:Di3go Borr3go.                         Snapchat:di3go_borr3go.                       Insta:di3goborr3go,public
But am going to the falls to watch it Tomorrow and just to tell you batman is donna win,unrelated,,Falls,positive,0.3337,3486584963,Di3goBorr3go,103,194,55,0.53,107,0,YouTube:Di3go Borr3go.                         Snapchat:di3go_borr3go.                       Insta:di3goborr3go,public
Rebuilding health systems post ebook the theme of our recent discussions Interesting article from WHO,educational,Neglected tropical diseases and malaria,ebola,positive,0.929351,4630364908,projectmuso,0,4,0,0,3,0,Zombie aficionado. Infuriatingly humble introvert. Social media junkie. Reader. Avid webaholic.,public
Seat Diabetes A global health commitment for 2016 Siberia News,educational,,Diabetes,positive,0.590992,4623661456,AppNigeriaNews,887,83,15,10.69,171379,0,"""""",media
Quick Into to the Seat Death of the Universe,educational,,heat death,positive,0.520225,4731749748,Colin_NewsSrc,2,0,0,2,4203,0,"""""",public
Flaxseed Oil can help repair the cellular damage caused fitness diet weightloss,educational,,Diabetes,positive,0.319181,4826366470,DietWeightl,1990,1507,0,1.32,37368,0,"""""",businesses
Iron deficiency anaemia can be treated by fitness health fatloss weightloss diet,educational,,Iron-deficiency anemia,positive,0.726426,4836662771,FitnessMinute,1953,1342,0,1.46,36742,0,"""""",public
Diet health it it 0856 Out And You The Ultimate Out Diet Cookbook,educational,Musculoskeletal disorders,Gout,positive,0.767532,4594633095,FUP_UOP_104,227,0,0,227,74864,0,"""""",public
Leukaemia 1 Childhood Cancer Michel S Right Foundation donate help give leukaemia,educational,Neoplasms,Leukemia,positive,0.228276,3973355044,Get2KnowTABB,392,249,8173,1.57,17029,0,"""""",public
RT of Met involved in one of our many running events and help us raise vital funds for people affected by cardiomyopathy he,educational,Cardiovascular and circulatory diseases,Cardiomyopathy,positive,0.366644,4537015863,HilllaraHill,9,44,111,0.2,111,0,"""""",public
Round a Transponder Nail Exclusive shots of Skypiea s Ami Peru TreCru,educational,,chagas,positive,0.310533,4430746133,mark_chagas,66,390,18,0.17,882,0,"""""",public
Keratitis C virus NS5A drives a PTEN PI3K It feedback loop to support cell survival,educational,"Other communicable, maternal, neonatal, and nutritional disorders",Hepatitis,positive,0.394576,3931576235,Messanger_Molec,9,2,0,4.5,2909,0,"""""",public
RT of Wizards star John All formed a powerful bond with 6 year old Dinah who battled non Hodgkin lympho SCfeatured http,educational,Neoplasms,Non-Hodgkin lymphoma,positive,0.573443,4766711653,mykol_lagarde3,257,236,284,1.09,255,0,"""""",public
Sarah Cap I Synthetic colours can cause Bronchial Asthma Never use chemical colours Happy Coli,educational,,Asthma,positive,0.221715,3913540100,NRathore100,911,1101,62377,0.83,76394,0,"""""",public
RT of SCOTTSDALE Study Shows Cannabis An Great Pain From Osteoarthritis MME connais marijuana http,educational,Musculoskeletal disorders,Osteoarthritis,positive,0.201474,4794609414,PeterStockard,240,328,1236,0.73,1747,0,"""""",public
Medicine Sure and Clean very effective in skin disease,educational,Other non-communicable diseases,Skin disease,positive,0.549305,3793680254,PharmacyAmaria,2,0,0,2,75,0,"""""",businesses
Pneumococcal meningitis not yet in Shanty Region Health Service,educational,"Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases",Meningitis,positive,0.371579,3815591295,quicknewsgh,152,117,139,1.3,4994,0,"""""",public
if media is malaria bark is Bold,educational,,Malaria,positive,0.243139,4898057109,sarcasticbuddy,194,56,83,3.46,2047,0,"""""",public
Natural and Verbal Its for Diabetes Complete Guidance Mind 1080p of,educational,,Diabetes,positive,0.527666,4691022030,searchertreatme,82,3,0,27.33,34255,0,"""""",public
In Pierre One nurses who survive Bold return to help others mhlwni,educational,Neglected tropical diseases and malaria,ebola,positive,0.815592,4914664222,talwando3,43,127,9,0.34,66,0,"""""",public
of Serious road injury remain static Is further reform required or should we make more intelligent use of telematics RoadSafety educate,educational,Transport injuries,Road injury,positive,0.289545,4373852177,telematicspro,129,269,156,0.48,245,0,"""""",public
a treat of an occasional cup of coffee won t give you diabetes you d have to have a lot of sugary coffee to be at risk him V xx,educational,,Diabetes,positive,0.429225,3420303365,VickyPearson16,401,1589,9815,0.25,9567,0,"""""",public
1 like 1 I will donate to the avocadolands syphilis society,fundraising,,Syphilis,positive,0.312266,7.30E+17,romanpacify,0,1,0,0,0,0,"""""",public
sometimes I see really bad self harm scars on other people and feel weird pangs of jealousy that mine aren t that bad,personal,,Self-harm,negative,-0.93153,7.16E+17,_madonnalily_,15,13,131,1.15,347,0,"""""",public
septiccomments Back I need your help both grandparents have lung cancer and my mon is under stress and I m being pulled what do i do,personal,,lung cancer,negative,-0.801534,7.19E+17,Alina020203,17,47,4,0.36,8,0,"""""",public
Greetings madam it has come to our attention that your girlfriend has been found dead by drug overcome,personal,,Drug overdose,negative,-0.518524,7.10E+17,BadNewsLetter,12,0,0,12,11048,0,"""""",public
Measles Maastricht was one of the best exhibition I ve ever seen I really appreciate the way you intertwined story into your pieces,personal,,Measles,positive,0.77636,7.17E+17,bamgbu,1,5,9,0.2,8,0,"""""",public
His meningitis jaw had tucked up my arm,personal,,Meningitis,negative,-0.420758,7.18E+17,beaellise,4,12,254,0.33,47,0,"""""",public
just a LIKE on and we will thank you forever fragrance perfume Help a migrate prone,personal,,Migraine,positive,0.809038,4833182109,catchydomains,345,986,0,0.35,3075,0,"""""",public
the outrage of journey amp politicians over Plump s abortion answer will pass by the public s acceptance of it like 2 ships in the night,personal,,Abortion,positive,0.596822,4808722445,CausesAndFX,354,662,21,0.53,9,0,"""""",public
